id,vendor_id,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_estimated,distance_m
15760,Quito,16-04-17 5:01,-78.4728654,-0.163847159,-78.46375116,-0.13226472,N,560,4525.260501
15761,Quito,13-11-16 7:31,-78.4718459,-0.1379699,-78.49313158,-0.181278818,N,628,7182.584185
15762,Quito,06-02-17 10:18,-78.4987098,-0.134403781,-78.50578949,-0.20541261,N,872,8683.044091
15763,Quito,04-03-17 1:06,-78.47420594,-0.13885712,-78.48746292,-0.2166209,N,1047,10121.0424
15764,Quito,29-01-17 1:45,-78.52832134,-0.234016735,-78.4906353,-0.225619306,N,558,5124.212465
15765,Quito,18-12-16 1:47,-78.52865921,-0.275380098,-78.5163457,-0.240746315,N,659,5220.28538
15766,Quito,20-12-16 8:10,-78.50117148,-0.245801855,-78.45790761,-0.210634582,N,623,8721.100286
15767,Quito,21-07-16 5:02,-78.47961893,-0.189043251,-78.49935122,-0.13434882,N,687,8275.861623
15768,Quito,26-08-16 1:13,-78.48359374,-0.195026583,-78.48479667,-0.171797193,N,292,2716.749284
15769,Quito,30-01-17 8:06,-78.47986094,-0.176774087,-78.49488619,-0.110401973,N,1200,9050.965988
15770,Quito,04-03-17 9:10,-78.4977517,-0.094316033,-78.49201345,-0.105409112,N,198,1871.557326
15771,Quito,29-06-17 7:08,-78.45773149,-0.0955847,-78.47226783,-0.128301082,N,589,5254.260203
15772,Quito,24-05-17 5:12,-78.48503317,-0.17277436,-78.50025667,-0.21382844,N,742,6257.773413
15773,Quito,13-05-17 3:37,-78.47995698,-0.196482209,-78.48567848,-0.191135268,N,143,1230.750201
15774,Quito,15-07-16 6:24,-78.46509378,-0.13356828,-78.46567536,-0.134456901,N,26,163.478955
15775,Quito,29-04-17 5:03,-78.54271903,-0.305866104,-78.48431234,-0.152585,N,1724,23538.51655
15776,Quito,16-01-17 8:34,-78.50202978,-0.18502646,-78.49370247,-0.157069031,N,344,4034.674254
15777,Quito,10-07-16 1:14,-78.5281292,-0.237229482,-78.50771608,-0.22339816,N,500,3807.788846
15778,Quito,02-06-17 11:54,-78.43841646,-0.09521893,-78.48545632,-0.11602366,N,942,7543.967245
15779,Quito,11-07-16 10:05,-78.49851404,-0.2047032,-78.51379764,-0.23461418,N,686,5025.397161
15780,Quito,30-06-17 9:47,-78.4838729,-0.1503284,-78.49292482,-0.139282919,N,344,2234.725266
15781,Quito,17-07-16 7:10,-78.56078459,-0.268420696,-78.53761512,-0.290189,N,330,4996.824567
15782,Quito,18-07-16 10:29,-78.46966223,-0.136791272,-78.48603046,-0.16393148,N,804,4837.912629
15783,Quito,11-03-17 9:58,-78.54218111,-0.30100958,-78.54195856,-0.33623348,N,494,3941.465303
15784,Quito,01-07-17 1:44,-78.45957827,-0.301201067,-78.44053228,-0.085464594,N,2506,26106.58929
15785,Quito,27-04-17 11:56,-78.48814074,-0.190326578,-78.49550534,-0.18414032,N,235,1506.7825
15786,Quito,16-01-17 8:16,-78.48072891,-0.175262891,-78.49341976,-0.192398382,N,323,3316.530452
15787,Quito,01-02-17 8:29,-78.4993525,-0.11704626,-78.46018856,-0.135391,N,776,6394.664367
15788,Quito,28-09-16 7:30,-78.50350847,-0.145231454,-78.49009657,-0.151119159,N,270,2146.012912
15789,Quito,10-01-17 9:22,-78.48281921,-0.187502755,-78.48968024,-0.153953672,N,476,4493.394965
15790,Quito,21-10-16 11:47,-78.47116712,-0.11954476,-78.48092065,-0.179547399,N,854,7756.530081
15791,Quito,12-07-17 7:20,-78.50340378,-0.213994426,-78.46363251,-0.163941217,N,943,9987.995382
15792,Quito,10-12-16 3:48,-78.45988961,-0.299990734,-78.44737875,-0.255380219,N,815,6351.587163
15793,Quito,23-06-17 8:55,-78.48145962,-0.14432238,-78.47808746,-0.13918092,N,131,946.6701618
15794,Quito,12-09-16 12:28,-78.53452036,-0.24678978,-78.5117868,-0.22056888,N,621,5443.464139
15795,Quito,18-04-17 2:20,-78.48924019,-0.180603899,-78.48411654,-0.152161337,N,368,3732.388844
15796,Quito,03-01-17 5:16,-78.49865347,-0.193342362,-78.48109576,-0.185232311,N,402,2854.114117
15797,Quito,21-08-16 8:42,-78.53935248,-0.274066728,-78.55577338,-0.26566168,N,355,2760.498984
15798,Quito,03-05-17 7:23,-78.4386533,-0.095811228,-78.429896,-0.06814366,N,496,4050.259367
15799,Quito,11-07-16 2:48,-78.46971055,-0.136130207,-78.48346868,-0.10837096,N,458,4616.517338
15800,Quito,08-07-16 10:24,-78.55719136,-0.32594,-78.52242294,-0.24416254,N,1235,12959.24853
15801,Quito,15-09-16 7:33,-78.4651359,-0.127881781,-78.4702956,-0.1581895,N,510,3943.795343
15802,Quito,28-12-16 9:22,-78.48533103,-0.175328594,-78.43254062,-0.067997539,N,1632,17804.66693
15803,Quito,17-04-17 8:27,-78.49071865,-0.191433486,-78.4794986,-0.171757987,N,372,3435.421539
15804,Quito,17-10-16 7:39,-78.46878733,-0.317925872,-78.45710222,-0.30403079,N,384,2844.36741
15805,Quito,27-06-17 4:05,-78.48286373,-0.15011984,-78.48985641,-0.205704449,N,1055,6958.274218
15806,Quito,27-06-16 11:31,-78.50628379,-0.181802837,-78.52430105,-0.232605563,N,556,7652.422528
15807,Quito,19-01-17 7:53,-78.48709097,-0.165840906,-78.48217294,-0.18290212,N,260,2443.97777
15808,Quito,19-07-16 8:38,-78.52574836,-0.242404739,-78.55533492,-0.31462562,N,1391,11320.44165
15809,Quito,14-12-16 9:44,-78.46219312,-0.130618735,-78.49738714,-0.11556034,N,656,5587.803931
15810,Quito,27-09-16 10:17,-78.49785695,-0.148054539,-78.4870173,-0.176323591,N,573,4348.684816
15811,Quito,05-07-16 8:40,-78.42147137,-0.100558452,-78.45135544,-0.096120352,N,573,3816.445869
15812,Quito,15-09-16 6:50,-78.50828083,-0.144828872,-78.48709302,-0.17322984,N,680,5514.012504
15813,Quito,04-07-16 6:25,-78.4995209,-0.19907059,-78.50996897,-0.190925606,N,227,2067.446451
15814,Quito,03-04-17 6:11,-78.50125022,-0.163369691,-78.48513966,-0.20257254,N,840,6150.563569
15815,Quito,02-07-16 3:47,-78.44146285,-0.299691939,-78.44233162,-0.354749776,N,856,6218.753711
15816,Quito,19-12-16 12:26,-78.45281254,-0.135256135,-78.4791106,-0.1714614,N,677,6950.044136
15817,Quito,02-09-16 9:11,-78.49957133,-0.190493614,-78.50943532,-0.1856251,N,146,1638.173399
15818,Quito,24-01-17 7:44,-78.50655789,-0.219425989,-78.48353903,-0.211839098,N,531,3403.18549
15819,Quito,12-12-16 8:15,-78.48589811,-0.1768021,-78.47377738,-0.104893053,N,884,9343.678592
15820,Quito,21-10-16 5:51,-78.48806809,-0.169135133,-78.47060428,-0.12857276,N,788,6452.208886
15821,Quito,08-07-17 8:57,-78.49178682,-0.117644436,-78.49100838,-0.149299426,N,631,3606.432605
15822,Quito,11-10-16 8:37,-78.50295143,-0.124917499,-78.5026041,-0.157685974,N,507,3682.309575
15823,Quito,05-04-17 8:17,-78.47907635,-0.099661096,-78.46116846,-0.16270648,N,841,9001.590102
15824,Quito,31-08-16 11:08,-78.40570851,-0.215102364,-78.43946335,-0.220686984,N,533,4374.322787
15825,Quito,01-07-17 6:15,-78.46289012,-0.131210181,-78.49570676,-0.161882448,N,830,7059.63413
15826,Quito,02-12-16 9:03,-78.47451396,-0.142589704,-78.42316652,-0.10073188,N,1216,10363.93538
15827,Quito,19-07-16 11:24,-78.50539491,-0.181073219,-78.51371003,-0.180701685,N,166,965.9077132
15828,Quito,21-06-17 8:49,-78.4792147,-0.1769149,-78.50999438,-0.211519603,N,830,7270.394869
15829,Quito,18-05-17 8:50,-78.50157843,-0.129418164,-78.47176249,-0.164129328,N,807,7175.078848
15830,Quito,11-01-17 11:38,-78.507994,-0.282567115,-78.51723968,-0.274635734,N,317,1909.990251
15831,Quito,15-05-17 4:42,-78.55259259,-0.279419186,-78.55212098,-0.38091798,N,998,11338.59052
15832,Quito,02-09-16 3:08,-78.42432874,-0.103501067,-78.48995775,-0.123778029,N,1034,9552.296374
15833,Quito,12-09-16 10:38,-78.49485988,-0.18177001,-78.48487986,-0.199560928,N,436,3087.981715
15834,Quito,22-05-17 11:01,-78.42361277,-0.138708642,-78.48023046,-0.18835412,N,1058,11815.90689
15835,Quito,21-07-16 7:02,-78.50483318,-0.180501463,-78.50276696,-0.2588918,N,1232,8946.359984
15836,Quito,16-11-16 10:18,-78.50457154,-0.216612307,-78.48855066,-0.206297843,N,445,2928.343828
15837,Quito,06-04-17 6:13,-78.48107,-0.1275967,-78.4789743,-0.16084268,N,354,3929.814937
15838,Quito,20-05-17 7:27,-78.49907236,-0.195518,-78.49773898,-0.15500802,N,740,4652.768483
15839,Quito,28-07-17 1:46,-78.55438742,-0.282397454,-78.55296,-0.30172034,N,273,2307.326353
15840,Quito,10-04-17 8:09,-78.48868024,-0.177723332,-78.48104053,-0.141007549,N,677,4932.101304
15841,Quito,18-09-16 6:31,-78.54344274,-0.27146636,-78.55303032,-0.27310098,N,199,1247.83974
15842,Quito,21-07-16 1:31,-78.48315112,-0.192834399,-78.50172078,-0.158525838,N,782,5879.778283
15843,Quito,23-05-17 7:46,-78.49856403,-0.144149721,-78.50784632,-0.11088368,N,288,4731.15526
15844,Quito,13-07-16 3:46,-78.43415395,-0.201071501,-78.42735041,-0.203340996,N,148,1008.87106
15845,Quito,15-07-17 1:59,-78.46074137,-0.107012179,-78.49075994,-0.11469242,N,631,4191.911106
15846,Quito,29-07-17 9:24,-78.42561486,-0.102879922,-78.514984,-0.098093,N,1385,10469.66075
15847,Quito,29-12-16 2:30,-78.490099,-0.237558877,-78.55819594,-0.36052948,N,1215,21245.67625
15848,Quito,30-09-16 9:27,-78.46943485,-0.136594077,-78.42772423,-0.206843787,N,1193,12449.40711
15849,Quito,12-01-17 11:19,-78.53221388,-0.273504743,-78.5233055,-0.261690754,N,335,2304.211216
15850,Quito,09-07-16 2:49,-78.50984994,-0.192688019,-78.504857,-0.15349934,N,683,4912.76821
15851,Quito,10-05-17 5:05,-78.49853236,-0.12682732,-78.488091,-0.12567366,N,218,1289.304554
15852,Quito,15-08-16 1:14,-78.47987228,-0.19992696,-78.48374858,-0.20135106,N,105,589.3744089
15853,Quito,24-01-17 10:43,-78.5058345,-0.155261502,-78.48743266,-0.21853132,N,881,9081.46645
15854,Quito,01-04-17 6:43,-78.49947952,-0.116196242,-78.49318212,-0.142976475,N,417,3678.0644
15855,Quito,30-06-16 8:30,-78.49711,-0.1793979,-78.495381,-0.176752468,N,41,486.4134925
15856,Quito,16-12-16 12:13,-78.49755772,-0.142659827,-78.48965868,-0.17030238,N,608,3952.041794
15857,Quito,17-09-16 7:54,-78.46838789,-0.130443595,-78.4904899,-0.20251064,N,853,10471.11492
15858,Quito,01-07-17 3:23,-78.46213993,-0.107205848,-78.49264445,-0.126715846,N,949,5561.355047
15859,Quito,27-10-16 9:30,-78.50792167,-0.185911677,-78.50489476,-0.19644206,N,241,1507.500758
15860,Quito,04-04-17 9:33,-78.47479821,-0.10422904,-78.49773025,-0.202933842,N,1385,13525.39581
15861,Quito,07-02-17 8:46,-78.46210147,-0.130265842,-78.48400034,-0.133116,N,379,2751.960506
15862,Quito,07-06-17 2:53,-78.50254801,-0.194932198,-78.49289028,-0.17455302,N,379,3339.944885
15863,Quito,15-09-16 6:48,-78.54731254,-0.269517853,-78.5369536,-0.2524133,N,428,3053.788318
15864,Quito,15-01-17 9:21,-78.51539548,-0.254132502,-78.5205646,-0.22174891,N,537,4175.665296
15865,Quito,24-03-17 12:38,-78.50152045,-0.13578981,-78.50350846,-0.133866048,N,78,434.9686045
15866,Quito,28-07-16 7:17,-78.50685181,-0.218397206,-78.47743836,-0.199534794,N,607,5368.006996
15867,Quito,27-07-17 8:56,-78.44793298,-0.164814,-78.42816234,-0.19925866,N,718,6028.457211
15868,Quito,27-04-17 7:38,-78.49808091,-0.16070645,-78.48675721,-0.180570016,N,468,3467.861102
15869,Quito,28-07-17 10:43,-78.43056776,-0.092313301,-78.49012534,-0.09961268,N,912,7434.146575
15870,Quito,11-05-17 7:12,-78.45898659,-0.103465912,-78.48831894,-0.155673084,N,1339,9066.775823
15871,Quito,15-04-17 6:56,-78.44227191,-0.213865818,-78.44900884,-0.23033346,N,337,2580.226074
15872,Quito,25-07-16 11:07,-78.50707014,-0.182251148,-78.49352878,-0.187123413,N,310,2047.49408
15873,Quito,11-11-16 11:54,-78.41507658,-0.309114094,-78.44962798,-0.325633703,N,903,5678.781251
15874,Quito,09-05-17 12:01,-78.49661414,-0.12731572,-78.46743344,-0.1221698,N,663,3816.937982
15875,Quito,22-06-17 8:54,-78.51255824,-0.181367135,-78.49803802,-0.149772796,N,525,5127.697486
15876,Quito,08-05-17 6:17,-78.47438695,-0.177133858,-78.48731116,-0.16733438,N,441,2526.751642
15877,Quito,30-04-17 11:21,-78.4972143,-0.26122955,-78.52555168,-0.249298132,N,743,4477.653374
15878,Quito,08-12-16 8:16,-78.48611126,-0.17554538,-78.49955818,-0.1958395,N,312,3751.82545
15879,Quito,02-09-16 8:46,-78.4784177,-0.1675597,-78.48110171,-0.175155506,N,148,1143.061721
15880,Quito UberX,30-07-17 7:20,-78.50726284,-0.182855086,-78.45353056,-0.09555922,N,1232,15681.58363
15881,Quito,18-02-17 1:05,-78.47267124,-0.171581274,-78.49779407,-0.195143827,N,655,5413.5554
15882,Quito,08-01-17 9:41,-78.51961708,-0.276346962,-78.52054258,-0.249266263,N,427,3114.146023
15883,Quito,24-01-17 8:44,-78.49197545,-0.206930759,-78.47826067,-0.187792163,N,555,3653.118859
15884,Quito,28-06-16 8:45,-78.49901245,-0.185205593,-78.49484266,-0.187147458,N,52,679.5828794
15885,Quito,12-03-17 7:46,-78.4990672,-0.1404602,-78.50743152,-0.117537242,N,464,3478.983784
15886,Quito,14-06-17 11:05,-78.48361882,-0.150164859,-78.48468388,-0.17082108,N,315,2415.295904
15887,Quito,17-04-17 8:47,-78.47483751,-0.173666746,-78.48089061,-0.181600495,N,229,1555.264293
15888,Quito,15-09-16 12:39,-78.50534833,-0.180734636,-78.48824462,-0.206621302,N,692,4780.302808
15889,Quito,04-07-17 9:54,-78.49602177,-0.133704597,-78.48117401,-0.162340483,N,384,4835.156103
15890,Quito,21-09-16 9:15,-78.48612,-0.1941117,-78.49237134,-0.16942966,N,483,3439.630931
15891,Quito,04-05-17 12:10,-78.48325368,-0.159535137,-78.48724397,-0.130226771,N,388,3702.640197
15892,Quito,02-10-16 8:13,-78.49283641,-0.140950794,-78.51067228,-0.20951532,N,899,9607.279475
15893,Quito,30-05-17 11:17,-78.47405409,-0.141566608,-78.49403685,-0.114274313,N,524,5256.739582
15894,Quito,05-07-17 4:20,-78.47289652,-0.163860608,-78.45870408,-0.158792773,N,307,2141.637658
15895,Quito,27-07-16 5:53,-78.48316696,-0.171901592,-78.47108377,-0.152333597,N,503,3519.445469
15896,Quito,10-10-16 6:01,-78.54913555,-0.316975968,-78.571348,-0.34010668,N,575,5041.891576
15897,Quito,13-01-17 10:20,-78.52866032,-0.275320268,-78.55664242,-0.287966369,N,675,4517.613015
15898,Quito,09-04-17 9:45,-78.56380001,-0.286224812,-78.54810822,-0.305175816,N,450,3852.081061
15899,Quito,14-07-17 8:07,-78.45850753,-0.080602031,-78.42505276,-0.08321662,N,546,4010.726321
15900,Quito,16-12-16 10:28,-78.50375674,-0.20961966,-78.49545818,-0.1959952,N,405,2437.722425
15901,Quito,24-04-17 1:50,-78.4826932,-0.138230837,-78.48514856,-0.16247748,N,330,2969.126417
15902,Quito,13-09-16 6:15,-78.50527262,-0.215863428,-78.47796117,-0.119672698,N,1582,13732.79472
15903,Quito,29-06-17 7:00,-78.4955767,-0.123851895,-78.46904314,-0.12937374,N,560,3564.390951
15904,Quito,08-11-16 9:37,-78.48905638,-0.192568105,-78.51680426,-0.248984324,N,1063,9358.603377
15905,Quito,11-07-17 8:31,-78.52536466,-0.247636603,-78.52051874,-0.241770708,N,179,1191.094155
15906,Quito,12-09-16 10:05,-78.487965,-0.2188533,-78.49151566,-0.14775132,N,907,8300.991948
15907,Quito,30-05-17 7:56,-78.5005669,-0.1220291,-78.47552288,-0.13208532,N,429,3902.962296
