id,vendor_id,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_estimated,distance_m,wait_sec
17,Quito,07-06-17 8:11,-78.51672185,-0.252019126,-78.54631466,-0.268343282,N,671,5105.701893,189
18,Quito,27-06-17 9:19,-78.49391916,-0.129781273,-78.48333496,-0.141513649,N,435,2481.486207,177
19,Quito,17-10-16 11:02,-78.4812585,-0.091078959,-78.46789575,-0.122231406,N,688,4949.862163,345
20,Quito,24-09-16 2:51,-78.4676364,-0.1637351,-78.47230042,-0.091835224,N,758,8513.51426,110
21,Quito,07-07-17 5:18,-78.39897787,-0.221763396,-78.54625,-0.29135134,N,2725,24113.61769,77
22,Quito,16-06-17 8:47,-78.47293584,-0.091332888,-78.4833477,-0.09943696,N,220,2058.876525,206
23,Quito,05-12-16 5:48,-78.4954757,-0.114178914,-78.49472492,-0.113767419,N,12,129.2386903,10
24,Quito,18-07-16 11:10,-78.56718309,-0.303231845,-78.5439105,-0.339117091,N,729,6578.014915,82
25,Quito,13-09-16 3:48,-78.51546906,-0.24982518,-78.55765024,-0.29211813,N,1143,9393.050161,359
26,Quito,10-11-16 1:42,-78.4621119,-0.162697006,-78.47108033,-0.167453178,N,271,1526.102101,152
27,Quito,31-05-17 2:41,-78.485776,-0.1320435,-78.47870352,-0.14890112,N,399,2660.903626,286
28,Quito,05-01-17 7:20,-78.48976807,-0.218528294,-78.50715084,-0.187090025,N,701,5428.638683,391
29,Quito,01-04-17 3:00,-78.43803144,-0.094861557,-78.42837532,-0.11680066,N,586,3513.227501,190
30,Quito,29-05-17 6:07,-78.5098474,-0.183706371,-78.49230026,-0.188391671,N,218,2472.123589,149
31,Quito,01-05-17 10:32,-78.46979088,-0.170670276,-78.49696606,-0.188388301,N,487,4991.882791,230
32,Quito,17-07-16 5:59,-78.54833647,-0.262653014,-78.54286266,-0.272541672,N,176,1708.222004,52
33,Quito,06-01-17 6:46,-78.46706242,-0.16103936,-78.50811216,-0.21209368,N,1231,10241.48617,932
34,Quito,16-01-17 9:51,-78.47845175,-0.177350474,-78.47669304,-0.1734288,N,52,631.6283808,58
35,Quito,13-07-16 9:45,-78.47280874,-0.130616336,-78.47911325,-0.114044987,N,207,2543.678325,39
36,Quito,29-05-17 9:18,-78.47072537,-0.132810117,-78.4622445,-0.15903272,N,399,3858.847325,92
37,Quito,20-02-17 7:56,-78.4985232,-0.2041481,-78.48858062,-0.191741933,N,171,2485.060813,511
38,Quito,16-07-16 11:06,-78.46066982,-0.15729328,-78.50673638,-0.19739406,N,793,9581.351748,432
39,Quito,26-06-17 4:47,-78.47665932,-0.181953,-78.48695334,-0.17281066,N,336,2161.218853,302
40,Quito,31-03-17 9:12,-78.4793453,-0.176777678,-78.46574892,-0.13722042,N,645,5910.40783,440
41,Quito,15-06-17 8:33,-78.48193337,-0.20154683,-78.48477617,-0.204556176,N,66,650.7273989,93
42,Quito,27-07-16 9:52,-78.53640984,-0.26478834,-78.54873386,-0.28065958,N,326,3135.155234,49
43,Quito,15-07-16 7:47,-78.51161332,-0.21010582,-78.49404734,-0.18247234,N,599,5025.93752,227
44,Quito,17-04-17 7:44,-78.46834415,-0.150493103,-78.46952872,-0.151163098,N,34,206.2185352,1
45,Quito,18-09-16 7:27,-78.5064788,-0.244918348,-78.54014231,-0.294809423,N,1195,9290.812069,517
46,Quito,20-07-16 5:03,-78.50676031,-0.204132603,-78.50982518,-0.241268968,N,644,4470.171578,368
47,Quito,01-11-16 8:48,-78.48364466,-0.150209172,-78.48739888,-0.16816502,N,254,2414.048118,185
48,Quito,29-04-17 5:50,-78.48397005,-0.150068042,-78.40869398,-0.07239198,N,1221,17007.47271,187
49,Quito,09-02-17 7:47,-78.494297,-0.1461633,-78.50310557,-0.210549042,N,1034,8138.83346,292
50,Quito,20-01-17 3:26,-78.5152628,-0.230086436,-78.51509636,-0.229765258,N,7,54.22047606,0
51,Quito,28-09-16 5:22,-78.48276314,-0.199354542,-78.48951151,-0.172346267,N,663,3753.563477,671
52,Quito,06-05-17 7:34,-78.4951409,-0.208226514,-78.50399481,-0.1836067,N,416,3722.102516,65
53,Quito,08-07-17 7:19,-78.55653749,-0.285626183,-78.53508714,-0.25003516,N,1111,6342.681427,826
54,Quito,21-10-16 11:06,-78.50491309,-0.177103471,-78.49030954,-0.123034072,N,1272,7636.076115,411
55,Quito,14-09-16 11:54,-78.48125829,-0.178605904,-78.48839946,-0.155742,N,250,3336.408451,86
56,Quito,16-07-16 8:42,-78.4648584,-0.134343929,-78.49090017,-0.191918473,N,809,9297.701704,287
57,Quito,07-12-16 10:44,-78.48602544,-0.096216702,-78.47955034,-0.11868636,N,247,3218.509339,493
58,Quito,29-07-17 10:45,-78.48172682,-0.149745601,-78.46779072,-0.12196246,N,519,4638.962637,187
59,Quito,20-07-16 10:13,-78.48293334,-0.188506138,-78.49665545,-0.207932692,N,555,3685.954311,195
60,Quito,12-06-17 6:46,-78.51424525,-0.180659233,-78.5008643,-0.108372933,N,913,9525.755715,150
61,Quito,20-01-17 2:26,-78.49868149,-0.134419378,-78.4946763,-0.1883204,N,1030,6438.875463,841
62,Quito,23-04-17 5:51,-78.50709756,-0.237874287,-78.44828386,-0.105136489,N,2163,21299.49791,43
63,Quito,15-07-16 6:21,-78.45849214,-0.299290428,-78.47686022,-0.29089996,N,336,2975.386966,250
64,Quito,31-07-17 10:53,-78.47606018,-0.183343472,-78.48878581,-0.19223961,N,263,2404.223754,464
65,Quito,11-11-16 10:02,-78.46511481,-0.12650815,-78.48145268,-0.1800477,N,952,7770.009689,213
66,Quito,29-01-17 12:39,-78.52814846,-0.230429429,-78.48929042,-0.2004249,N,722,7657.133476,323
67,Quito,22-04-17 9:08,-78.51037227,-0.10304737,-78.49064632,-0.114509,N,482,3467.897576,121
68,Quito,20-06-17 8:06,-78.49958007,-0.196407299,-78.48886253,-0.188557024,N,254,2064.640491,112
69,Quito,31-08-16 2:58,-78.49565915,-0.19823414,-78.50072166,-0.19938742,N,116,691.1611027,107
70,Quito,23-01-17 10:42,-78.46114699,-0.104753065,-78.4999435,-0.21190598,N,1718,16228.82798,1080
71,Quito,29-12-16 3:47,-78.50480632,-0.180369241,-78.53922752,-0.252225324,N,1218,11817.47652,259
72,Quito,03-03-17 12:38,-78.45899551,-0.162704373,-78.48069056,-0.20603706,N,950,7230.744391,220
73,Quito,23-12-16 7:06,-78.4844055,-0.231690008,-78.5080464,-0.220746793,N,548,3845.556818,76
74,Quito,22-06-17 8:12,-78.48299233,-0.170815547,-78.47474948,-0.16876282,N,165,1144.811625,184
75,Quito,02-02-17 5:41,-78.5056182,-0.263382939,-78.45999971,-0.163497549,N,1569,16179.23871,2
76,Quito,09-12-16 1:48,-78.47074248,-0.155145734,-78.47525386,-0.16884908,N,354,2025.383639,55
77,Quito,18-02-17 1:24,-78.49504986,-0.188963041,-78.48566164,-0.17678044,N,206,2398.56024,96
78,Quito,27-06-16 9:47,-78.50562741,-0.180960634,-78.48235454,-0.191978928,N,5827,3812.990121,375
79,Quito,06-01-17 3:07,-78.49674411,-0.142044367,-78.48543603,-0.170688412,N,545,4442.47033,295
80,Quito,29-07-16 8:04,-78.52713908,-0.23635224,-78.51105411,-0.246124697,N,323,2875.199703,230
81,Quito,12-01-17 2:52,-78.48243086,-0.184470266,-78.50119639,-0.212401477,N,536,5192.429206,319
82,Quito,24-09-16 7:03,-78.52373816,-0.2346127,-78.52177644,-0.25222992,N,355,2177.076968,304
83,Quito,31-12-16 3:52,-78.46594391,-0.132040749,-78.4755317,-0.16511128,N,424,4743.386146,181
84,Quito,08-08-16 8:18,-78.4849346,-0.17157126,-78.50975512,-0.195270179,N,589,5395.102687,565
85,Quito,30-07-16 9:45,-78.48106304,-0.208591596,-78.47903032,-0.165321312,N,803,5037.463068,164
86,Quito,19-07-16 6:57,-78.4846147,-0.13071168,-78.49521583,-0.162137061,N,528,4673.13204,494
87,Quito,05-08-16 7:34,-78.50222968,-0.18914132,-78.47269018,-0.1684544,N,534,5584.90519,462
88,Quito,04-07-16 2:12,-78.49854502,-0.126925104,-78.48823298,-0.158053105,N,455,4607.919494,205
89,Quito,28-08-16 11:38,-78.5281364,-0.2303477,-78.49143776,-0.28221342,N,1512,9847.874535,297
90,Quito,25-09-16 6:13,-78.53792197,-0.268087038,-78.54085894,-0.29646422,N,552,3481.971735,332
91,Quito,24-12-16 7:03,-78.46368224,-0.132314488,-78.47090916,-0.09265868,N,537,5213.119725,114
92,Quito,13-01-17 3:52,-78.48594558,-0.162226523,-78.48741836,-0.205054824,N,867,4926.05524,562
93,Quito,19-04-17 10:25,-78.48093865,-0.176810823,-78.49476398,-0.240886404,N,1123,8662.177816,201
94,Quito,22-07-17 1:46,-78.50013118,-0.198214888,-78.49153901,-0.17201545,N,386,3868.644583,139
95,Quito,08-12-16 6:07,-78.49882925,-0.135023815,-78.49562302,-0.14199356,N,192,1131.515827,70
96,Quito,02-06-17 7:22,-78.46072364,-0.096757926,-78.49688364,-0.117363624,N,772,6312.052095,532
97,Quito,05-06-17 9:52,-78.49023422,-0.17255082,-78.49256829,-0.184571294,N,177,1596.151721,35
98,Quito,10-11-16 7:55,-78.46486146,-0.15327706,-78.4863588,-0.1294114,N,810,5044.127149,640
99,Quito,05-10-16 2:47,-78.47840729,-0.137923017,-78.487515,-0.161807525,N,329,3668.563821,283
100,Quito,17-09-16 8:54,-78.49978991,-0.145512633,-78.45201372,-0.160749126,N,1042,7006.673448,403
101,Quito,07-04-17 9:46,-78.46674063,-0.167615881,-78.4791267,-0.161636484,N,256,2042.140778,194
102,Quito,16-09-16 6:56,-78.52042294,-0.125013777,-78.4926116,-0.140938463,N,697,4863.216727,69
103,Quito,09-11-16 6:53,-78.4264682,-0.21141572,-78.40794488,-0.215809013,N,292,2548.197046,151
104,Quito,01-07-17 7:03,-78.49922353,-0.199550531,-78.46301834,-0.156367,N,803,8827.598554,592
105,Quito,21-05-17 12:19,-78.47434304,-0.13971218,-78.47564948,-0.15432672,N,267,1770.331771,633
106,Quito,23-02-17 6:48,-78.49440408,-0.190200227,-78.4898658,-0.170980738,N,387,2641.740938,305
107,Quito,13-11-16 11:52,-78.48368091,-0.125734556,-78.49593918,-0.20123934,N,1000,9758.802803,530
108,Quito,18-07-16 3:59,-78.45881844,-0.299490598,-78.45473628,-0.28696176,N,206,1847.052654,82
109,Quito,15-10-16 5:23,-78.45206687,-0.30909577,-78.47965978,-0.295736573,N,638,4553.621652,609
110,Quito,26-07-17 9:42,-78.44418149,-0.132119075,-78.47450366,-0.144172,N,553,4711.886864,469
111,Quito,14-07-17 8:51,-78.53644721,-0.318861407,-78.52728301,-0.287379063,N,584,4519.67397,107
112,Quito,15-09-16 11:12,-78.4731152,-0.136659173,-78.4939787,-0.12167474,N,485,3986.10173,245
113,Quito,24-03-17 9:57,-78.45831336,-0.103250704,-78.51018213,-0.109073158,N,934,6414.962516,241
114,Quito,07-01-17 8:30,-78.48002681,-0.160115854,-78.50442994,-0.220832443,N,1258,9464.871041,549
115,Quito,22-06-17 3:28,-78.4993075,-0.1245522,-78.49475227,-0.146612301,N,360,2959.488231,165
116,Quito Cabify Lite,02-12-16 8:06,-78.45428759,-0.108508409,-78.427019,-0.10953192,N,414,3145.932935,90
117,Quito,02-01-17 4:19,-78.51536121,-0.277008451,-78.52103917,-0.251492241,N,430,3468.626554,138
118,Quito,24-06-17 6:59,-78.5098479,-0.228537903,-78.50071658,-0.175343147,N,984,6930.334583,555
119,Quito,09-09-16 7:26,-78.46705476,-0.125830766,-78.4873407,-0.16293352,N,581,6381.325615,259
120,Quito,19-10-16 12:45,-78.50337937,-0.183358519,-78.4889814,-0.2016124,N,508,3630.712037,811
121,Quito,05-06-17 7:24,-78.52228051,-0.126036797,-78.49801143,-0.149915751,N,666,5353.810881,101
122,Quito,27-12-16 5:04,-78.47984707,-0.179200087,-78.48473643,-0.171422441,N,231,1408.504215,1774
123,Quito,13-04-17 7:52,-78.4855051,-0.16044176,-78.50967019,-0.120550219,N,612,7122.762093,446
124,Quito,28-06-16 11:23,-78.47573363,-0.189116058,-78.49598366,-0.1730268,N,580,4040.73174,616
125,Quito,11-11-16 10:25,-78.50397866,-0.183327221,-78.47899698,-0.165367,N,778,4774.907432,634
126,Quito,12-03-17 5:45,-78.48970712,-0.119178502,-78.48465489,-0.192669738,N,1295,8733.634489,707
127,Quito,08-12-16 9:26,-78.50492401,-0.205823772,-78.50992955,-0.190493367,N,404,2261.250451,25
128,Quito,26-07-17 1:43,-78.48897362,-0.182689065,-78.48319434,-0.162809,N,408,2853.185567,323
129,Quito,26-10-16 8:08,-78.5072457,-0.105005773,-78.48534474,-0.17009869,N,970,9673.272903,832
130,Quito,27-07-17 11:27,-78.43570846,-0.140454435,-78.50276698,-0.20628532,N,1554,14776.60487,876
131,Quito,22-11-16 4:06,-78.48354135,-0.159176794,-78.48133164,-0.153064322,N,137,925.3834408,605
132,Quito,26-09-16 8:29,-78.48675717,-0.171934391,-78.50387854,-0.08171646,N,1591,11935.57716,326
133,Quito,24-02-17 2:58,-78.5126538,-0.1284787,-78.49425168,-0.11685414,N,596,3338.809336,420
134,Quito,16-01-17 12:33,-78.5052347,-0.214104478,-78.48080931,-0.17624106,N,743,6926.180272,640
135,Quito,03-10-16 12:27,-78.50483811,-0.176952566,-78.49106847,-0.194947899,N,607,3532.096805,276
136,Quito,28-03-17 6:43,-78.49819564,-0.129390674,-78.47656177,-0.090119372,N,449,6772.340534,367
137,Quito,16-07-17 9:11,-78.5115818,-0.2201319,-78.5054015,-0.20620738,N,298,2235.548913,47
138,Quito,23-08-16 8:49,-78.47362628,-0.177468949,-78.48587876,-0.20776256,N,569,4730.903006,108
139,Quito,03-07-16 11:17,-78.47057503,-0.134080305,-78.46558,-0.083464801,N,609,6183.607343,105
140,Quito,22-11-16 11:31,-78.48124972,-0.17674995,-78.48004752,-0.176954533,N,20,156.4270669,3
141,Quito Cabify Executive,01-02-17 7:47,-78.48505622,-0.19048939,-78.46870361,-0.171223484,N,506,3960.588391,313
142,Quito,09-11-16 3:22,-78.50503028,-0.176646258,-78.50191264,-0.2022619,N,503,3194.993654,109
143,Quito,18-07-16 9:39,-78.53899126,-0.274111704,-78.54559643,-0.289925431,N,222,2492.859874,72
144,Quito,07-03-17 6:05,-78.48355654,-0.158672652,-78.47753078,-0.15475522,N,112,1105.629486,123
145,Quito,03-08-16 9:38,-78.5149336,-0.2554451,-78.4976577,-0.21368626,N,955,6564.344492,261
146,Quito,07-08-16 7:14,-78.41351505,-0.099994213,-78.40483852,-0.094115779,N,112,1618.436348,8
147,Quito,01-01-17 3:35,-78.52347167,-0.251681175,-78.52616809,-0.247625453,N,116,750.8007622,69
148,Quito,15-03-17 9:59,-78.48704323,-0.184054409,-78.5393049,-0.267150421,N,1317,15051.05771,358
149,Quito,20-12-16 12:20,-78.49341428,-0.192255823,-78.46186249,-0.192320405,N,563,3515.561334,349
150,Quito,03-02-17 6:19,-78.50293173,-0.131756125,-78.47960556,-0.17305018,N,779,7185.434711,680
151,Quito,30-01-17 12:17,-78.49267923,-0.180200562,-78.50146744,-0.202002217,N,348,3401.4324,186
152,Quito,11-10-16 5:06,-78.50767238,-0.181895825,-78.47036784,-0.15914434,N,941,6677.904386,827
153,Quito,07-12-16 4:02,-78.48033423,-0.173248845,-78.47968086,-0.169492412,N,54,490.3474455,20
154,Quito,19-09-16 6:49,-78.47946,-0.0951967,-78.46413498,-0.15679966,N,1199,8553.998741,818
155,Quito Cabify Lite,12-03-17 10:31,-78.48149552,-0.184085249,-78.47845888,-0.131202451,N,778,6217.956022,112
156,Quito,04-07-17 8:37,-78.47185943,-0.187764606,-78.45918728,-0.162524203,N,657,4215.675525,343
157,Quito,21-05-17 11:03,-78.55965346,-0.286346303,-78.52339552,-0.25160108,N,932,7895.141441,219
158,Quito,30-11-16 2:30,-78.53137686,-0.236814172,-78.56438545,-0.333693635,N,2111,14442.86188,201
159,Quito,22-02-17 10:17,-78.48312955,-0.10229987,-78.4991067,-0.1853542,N,1034,11011.79492,123
160,Quito,16-01-17 6:08,-78.47617955,-0.129823316,-78.49115646,-0.21738702,N,1688,11401.99217,966
161,Quito,09-05-17 10:40,-78.52762298,-0.243996309,-78.53353056,-0.26799456,N,460,3325.370639,113
162,Quito,25-08-16 1:55,-78.5011083,-0.1501667,-78.50764502,-0.10569534,N,528,5671.837217,66
163,Quito,26-09-16 12:01,-78.49052614,-0.183473322,-78.49783331,-0.195130459,N,178,2108.731228,123
164,Quito,03-06-17 6:56,-78.46153449,-0.105548549,-78.47408431,-0.179600837,N,1379,9629.712962,244
165,Quito,21-12-16 10:56,-78.52710481,-0.277500373,-78.5355071,-0.283276728,N,255,1576.58234,156
166,Quito,02-05-17 9:14,-78.48123198,-0.200694095,-78.48104005,-0.192419219,N,158,941.4658136,85
167,Quito,01-11-16 9:42,-78.48367883,-0.200622746,-78.5086491,-0.21792517,N,573,4700.491923,447
168,Quito,12-10-16 4:59,-78.50499123,-0.180421396,-78.47805685,-0.155897208,N,685,5721.916852,686
169,Quito,26-07-17 12:39,-78.46038052,-0.098939204,-78.4731476,-0.101178558,N,289,1668.637429,53
170,Quito,07-11-16 4:45,-78.50390238,-0.183365635,-78.51616657,-0.216570536,N,849,5055.925662,1108
171,Quito,24-08-16 10:15,-78.49072784,-0.191334961,-78.48223604,-0.200347146,N,295,1946.348759,297
172,Quito,13-01-17 9:55,-78.51707496,-0.281758563,-78.50511882,-0.2391538,N,787,6066.879879,207
173,Quito,06-07-17 8:31,-78.47957812,-0.162652116,-78.47848383,-0.179687627,N,254,2015.940765,200
174,Quito,23-01-17 7:10,-78.47592846,-0.17636922,-78.49238422,-0.21072278,N,652,5649.729941,314
175,Quito,26-05-17 5:29,-78.50889857,-0.184627346,-78.5003989,-0.127828609,N,574,7260.847254,261
176,Quito,30-05-17 7:01,-78.47770776,-0.17059372,-78.49382228,-0.15090806,N,480,3980.790447,428
177,Quito,26-03-17 9:19,-78.48801,-0.1865967,-78.484357,-0.19553468,N,217,1400.050943,169
178,Quito,26-08-16 4:01,-78.48225671,-0.14890147,-78.49876303,-0.199228633,N,785,7431.538556,316
179,Quito,08-02-17 3:36,-78.48458967,-0.211161723,-78.48139326,-0.193795307,N,299,2286.479489,136
180,Quito,03-01-17 2:48,-78.48525421,-0.204917705,-78.49276366,-0.210587552,N,224,1465.465939,225
181,Quito,28-07-17 8:49,-78.47301938,-0.163775503,-78.50957492,-0.1901839,N,822,7001.254187,309
182,Quito,31-07-17 8:10,-78.48410758,-0.201464316,-78.47378254,-0.1893969,N,383,2489.919738,501
183,Quito,30-11-16 6:32,-78.54952503,-0.263524917,-78.54324413,-0.2843026,N,297,3008.769142,26
184,Quito,03-07-17 7:28,-78.4313381,-0.073258693,-78.44957034,-0.09218068,N,511,4131.360371,77
185,Quito,16-10-16 7:31,-78.46312552,-0.13620968,-78.50621238,-0.21341717,N,1417,13376.10768,596
186,Quito,24-05-17 6:49,-78.50715868,-0.22082534,-78.48236834,-0.169746,N,897,8436.303029,347
187,Quito,13-11-16 11:39,-78.50066346,-0.155752599,-78.47460634,-0.14380268,N,644,4226.179513,437
188,Quito,23-07-16 8:05,-78.42562232,-0.214836259,-78.43063839,-0.201900611,N,254,1996.136194,17
189,Quito,12-11-16 9:09,-78.49820528,-0.262493981,-78.47117176,-0.143696952,N,1483,16215.58548,174
190,Quito Cabify Lite,28-01-17 8:04,-78.52704325,-0.22831273,-78.50574982,-0.214478927,N,589,3905.951259,343
191,Quito,01-12-16 7:28,-78.43654327,-0.093876892,-78.49062466,-0.212615,N,3085,19216.64377,831
192,Quito,15-09-16 8:10,-78.48395069,-0.203098226,-78.48034894,-0.188980411,N,232,1970.323781,372
193,Quito,27-06-16 8:23,-78.56348998,-0.270534854,-78.55420368,-0.28187598,N,315,2293.653334,53
194,Quito,20-12-16 7:02,-78.46017309,-0.300390496,-78.4202393,-0.219679944,N,1865,13414.97767,415
195,Quito,16-10-16 1:29,-78.45768365,-0.301750352,-78.42689244,-0.329884213,N,1063,6552.121701,93
196,Quito,30-06-17 5:15,-78.47349267,-0.160464586,-78.54541884,-0.291399677,N,3013,22557.11164,663
197,Quito,19-01-17 9:20,-78.47914936,-0.105809126,-78.47925213,-0.113927556,N,85,914.1557185,11
198,Quito,31-03-17 6:38,-78.50781703,-0.220515112,-78.48362466,-0.23394866,N,603,4183.790747,488
199,Quito,16-05-17 11:07,-78.47208229,-0.09987774,-78.48749177,-0.18905417,N,1159,11629.41895,1176
200,Quito,11-07-16 6:20,-78.50106249,-0.174620611,-78.45736487,-0.062594574,N,1027,17315.65822,88
201,Quito,17-10-16 7:57,-78.48023674,-0.156615,-78.4772277,-0.133140291,N,424,2944.857619,132
202,Quito,21-12-16 10:01,-78.4687664,-0.15702702,-78.35771231,-0.216305984,N,1368,18940.12434,171
203,Quito,14-11-16 9:14,-78.44150518,-0.148570698,-78.47102517,-0.128891788,N,443,5470.657525,114
204,Quito,06-02-17 7:50,-78.47817292,-0.133692434,-78.48486564,-0.194358386,N,962,7489.940564,651
205,Quito,31-08-16 9:52,-78.5024312,-0.1881788,-78.48275691,-0.165686878,N,1980260,4688.656952,815
206,Quito,06-09-16 7:41,-78.54461512,-0.30386985,-78.54405041,-0.288399338,N,217,1783.035094,60
207,Quito,01-08-16 9:12,-78.49042968,-0.14981432,-78.48839974,-0.19151466,N,583,4862.584505,315
208,Quito,29-04-17 9:48,-78.487178,-0.17758876,-78.49954158,-0.158085072,N,530,3543.4724,114
209,Quito,02-05-17 6:55,-78.54673827,-0.265760074,-78.5078277,-0.24613078,N,737,6509.289253,386
210,Quito,20-07-16 7:12,-78.48451343,-0.09234622,-78.49734705,-0.139533416,N,696,6674.007773,336
211,Quito,18-07-16 3:35,-78.46645118,-0.13835471,-78.4902367,-0.17956804,N,1010,7227.53447,635
212,Quito,24-06-16 8:58,-78.50770577,-0.232076673,-78.50929505,-0.246562896,N,221,1787.513377,201
213,Quito,18-07-16 5:57,-78.4841766,-0.195495204,-78.48661845,-0.181489372,N,247,1828.896445,263
214,Quito,29-06-17 10:58,-78.50246868,-0.204595514,-78.53869998,-0.25879866,N,972,10055.82558,296
215,Quito,21-04-17 10:27,-78.47286509,-0.091224016,-78.50085521,-0.129487424,N,719,7367.05146,414
216,Quito,28-04-17 6:49,-78.48772215,-0.188388774,-78.47843001,-0.179401954,N,345,2032.521711,345
217,Quito,01-08-16 5:59,-78.50474804,-0.180312053,-78.48108446,-0.147414328,N,730,6289.316807,604
218,Quito,25-10-16 1:32,-78.41528138,-0.210628076,-78.48698492,-0.11414324,N,2961,18701.6401,1902
219,Quito,01-08-17 6:13,-78.55871093,-0.278910292,-78.55002,-0.29201098,N,400,2423.105389,244
220,Quito,25-04-17 6:38,-78.4580375,-0.172158704,-78.47715932,-0.14349464,N,282,5313.538139,156
221,Quito,15-08-16 12:41,-78.50667369,-0.14540789,-78.49167868,-0.1966549,N,1120,7365.770886,383
222,Quito,27-06-16 6:33,-78.50698938,-0.219606989,-78.48902425,-0.215841339,N,315,2416.337847,77
223,Quito,07-02-17 5:15,-78.47939581,-0.094516555,-78.50348588,-0.183815104,N,901,12608.23623,453
224,Quito,04-05-17 6:40,-78.44173576,-0.33433874,-78.37426662,-0.37557138,N,1416,12086.9584,459
225,Quito,08-07-16 6:44,-78.50852816,-0.184453127,-78.48319036,-0.133907,N,1009,8437.893044,586
226,Quito,18-07-16 10:05,-78.45854614,-0.299305536,-78.44457836,-0.29676056,N,241,1836.113931,50
227,Quito,11-07-17 9:28,-78.57242108,-0.29311974,-78.55268554,-0.278187936,N,472,3854.804621,181
228,Quito,24-11-16 6:48,-78.4767152,-0.185730923,-78.49519252,-0.206767821,N,555,4393.768965,539
229,Quito,08-01-17 5:31,-78.45414512,-0.296675141,-78.44952451,-0.324966556,N,491,3659.643313,664
230,Quito,06-10-16 7:57,-78.49542045,-0.197046565,-78.4917711,-0.19088378,N,103,1091.057728,92
231,Quito,30-12-16 5:35,-78.49733125,-0.159707955,-78.48688402,-0.172215156,N,408,2552.411838,165
232,Quito,12-06-17 6:28,-78.43993327,-0.101419114,-78.42574898,-0.12055764,N,633,3705.325321,176
233,Quito,20-03-17 11:34,-78.48660965,-0.18175447,-78.49872158,-0.12369898,N,1102,7802.254407,443
234,Quito,30-06-17 6:37,-78.50532795,-0.160245361,-78.49034496,-0.172356159,N,513,3012.685268,119
235,Quito,21-11-16 8:39,-78.49878475,-0.122926733,-78.48192127,-0.181134531,N,893,8347.541336,594
236,Quito,03-10-16 6:21,-78.50113644,-0.106066403,-78.46266748,-0.101034144,N,811,4837.107766,1347
237,Quito,23-11-16 11:38,-78.50351217,-0.176006387,-78.47749337,-0.144573782,N,856,6388.291297,594
238,Quito,02-01-17 9:48,-78.52444942,-0.276072212,-78.55894211,-0.291629489,N,733,5565.257648,334
239,Quito,02-11-16 9:41,-78.44900969,-0.302615662,-78.44481891,-0.289627522,N,312,1910.202484,614
240,Quito,29-11-16 9:38,-78.43810365,-0.086461834,-78.45077882,-0.096966177,N,294,2577.442869,350
241,Quito,05-03-17 8:20,-78.50814871,-0.184568109,-78.49633187,-0.198033208,N,273,2811.217133,117
242,Quito,28-01-17 1:54,-78.45464052,-0.105011731,-78.40938868,-0.07697034,N,972,8149.82644,383
243,Quito,28-10-16 1:29,-78.46932374,-0.189923561,-78.49337958,-0.206748374,N,730,4545.706317,484
244,Quito,05-07-16 3:08,-78.46951983,-0.136556268,-78.53848828,-0.28792092,N,2418,24499.90142,363
245,Quito,14-03-17 11:44,-78.48437465,-0.251715949,-78.48830656,-0.155302037,N,1842,11157.94228,340
